source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter Ads,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/fSKOf0Jz9K,08-11-2016 22:10:59,5078,14886,false,763860288533856256
Twitter for iPhone,Will be doing @oreillyfactor tonight at 8pm. Enjoy!,08-11-2016 22:01:30,4042,15970,false,763857902490836992
Twitter for iPhone,This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1,08-11-2016 14:15:40,10881,29951,false,763740672012738561
Twitter for iPhone,Thank you Fort Lauderdale Florida. #MakeAmericaGreatAgain https://t.co/cjivzdRpU1,08-11-2016 02:12:01,6942,22348,false,763558559833591809
Twitter for iPhone,Great job today by the NYPD in protecting the people and saving the climber.,08-11-2016 02:07:07,8239,33325,false,763557327295438848
Twitter for iPhone,Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,08-10-2016 23:38:15,20687,45128,false,763519861406531584
Twitter for Android,"@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media.",08-10-2016 23:36:35,5804,20301,false,763519444576370688
Twitter for iPhone,#MakeAmericaGreatAgain! https://t.co/8rWz6p1Ged,08-10-2016 23:24:51,8837,22002,false,763516489865523200
Twitter for iPhone,Thank you Abingdon Virginia! #MakeAmericaGreatAgain https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno,08-10-2016 21:07:01,4983,15301,false,763481802254249984
Twitter for iPhone,No such meeting or conversation ever happened - a made up story by "low ratings" @CNN.,08-10-2016 20:49:33,7120,20495,false,763477408909500416
Twitter for iPhone,Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGAhttps://t.co/wnpVlq6oe4 https://t.co/32gdX684ew,08-10-2016 20:37:58,7439,21297,false,763474491183816704
Twitter for iPhone,I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D,08-10-2016 17:54:53,5288,17623,false,763433452893011969
Twitter for iPhone,My thoughts and prayers are with the two police officers shot in Sebastian County Arkansas. #LESM,08-10-2016 17:43:26,10667,31628,false,763430568721784833
Twitter for iPhone,Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp; irrelevant!,08-10-2016 15:36:31,6648,21345,false,763398630812311552
Twitter for Android,.@dbongino  You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock,08-10-2016 15:08:01,9524,29060,false,763391459110313984
Twitter for Android,"@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr",08-10-2016 14:43:30,7750,18274,false,763385288295055360
Twitter for iPhone,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,08-10-2016 02:21:12,14886,37553,false,763198483927011329
Twitter Web Client,When is the media going to talk about Hillary's policies that have gotten people killed like Libya open borders and maybe her emails?,08-10-2016 01:11:39,20581,51166,false,763180978588221440
Twitter Web Client,Thank you Senator @ChuckGrassley! #TrumpPence16https://t.co/YmdH3fcaeW,08-10-2016 00:18:46,6792,18727,false,763167671974232064
Twitter Web Client,Thank you @SenatorFischer! #TrumpPence16https://t.co/RMtU6aRZTQ,08-10-2016 00:17:28,3502,12190,false,763167345405784064
Twitter Web Client,Thank you Wilmington North Carolina!#MakeAmericaGreatAgain https://t.co/ZnnaSPF5or,08-09-2016 21:07:38,7795,25609,false,763119571309998083
Twitter Web Client,RT @NRA: But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary,08-09-2016 20:49:42,7380,0,true,763115058058629120
Twitter Web Client,RT @NRA: .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges there’s nothing we can do. #NeverHillary,08-09-2016 20:49:38,7651,0,true,763115041675706368
Twitter for iPhone,RT @Carl_C_Icahn: 2/2  How many of our presidents even our great presidents would have handled the antics that went on in that auditorium…,08-09-2016 20:15:16,4271,0,true,763106393922600960
Twitter for iPhone,RT @Carl_C_Icahn: 1/2   Believe Trump gave a great speech.,08-09-2016 20:15:14,3405,0,true,763106383092977664
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/RBLII8rIfo,08-09-2016 15:19:21,66,292,false,763031923279081472
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/fwU0jMcB1m,08-09-2016 15:18:46,78,304,false,763031776654598144
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/szAygwbchK,08-09-2016 15:18:18,119,327,false,763031657712455680
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/J3NzuVpruI,08-09-2016 15:09:17,89,239,false,763029388736598016
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC.  https://t.co/4ccXAY5ZNo,08-09-2016 15:08:35,143,494,false,763029213406388224
Twitter Ads,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/dDA0CZWdYF,08-09-2016 15:07:45,91,321,false,763029002910969857
Twitter for Android,"@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary",08-09-2016 12:02:25,5482,17718,false,762982360853905408
Twitter for Android,"@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016",08-09-2016 12:01:33,3832,13778,false,762982142783676416
Twitter for Android,I am running against the Washington insiders just like I did in the Republican Primaries. These are the people that have made U.S. a mess!,08-09-2016 11:59:25,16334,46233,false,762981606755856384
Twitter for Android,Will be interviewed on @foxandfriends now!,08-09-2016 11:32:43,2181,11380,false,762974889275953152
Twitter for Android,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,08-09-2016 02:45:10,5677,25445,false,762842126900015105
Twitter for iPhone,RT @FieldofFight: We Can Do Better We Must Do Better We Will Do Better By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn http…,08-09-2016 01:00:23,4082,0,true,762815755423518720
Twitter for iPhone,'As Senator Clinton promised 200000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe,08-08-2016 23:18:42,7822,17269,false,762790167732035585
Twitter for iPhone,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,08-08-2016 22:45:33,13139,33251,false,762781826549030912
Twitter for iPhone,Thank you Newt!  https://t.co/Acg0hMvrpr,08-08-2016 22:43:56,8868,24946,false,762781418778791936
Twitter for iPhone,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,08-08-2016 22:27:02,6058,16355,false,762777166476025856
Twitter for iPhone,Thank you Senator David Perdue!https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb,08-08-2016 22:24:09,6096,15388,false,762776440681095169
Twitter for iPhone,Thank you @RepLouBarletta!https://t.co/bre8u93vac https://t.co/eKtSXUw51R,08-08-2016 22:20:31,4628,13438,false,762775525756514304
Twitter for iPhone,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK,08-08-2016 22:15:44,4490,13176,false,762774321580367872
Twitter for iPhone,Thank you!  https://t.co/4p0hzpkVWF,08-08-2016 22:12:21,3597,11932,false,762773468479889409
Twitter for iPhone,Thank you Alex!  https://t.co/c2uIa7mndP,08-08-2016 22:06:25,4228,13040,false,762771974657495041
Twitter for iPhone,RT @NFIB: .@NFIB encouraged by @realDonaldTrump’s #taxplan says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC,08-08-2016 20:14:57,3304,0,true,762743923697672192
Twitter for Android,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,08-08-2016 15:20:44,5419,21041,false,762669882571980801
Twitter for iPhone,Join me in Fayetteville North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8,08-08-2016 13:28:20,4073,12947,false,762641595439190016
Twitter for iPhone,#ICYMI: "Will Media Apologize to Trump?" https://t.co/ia7rKBmioA,08-08-2016 00:05:54,7996,18992,false,762439658911338496
Twitter for Android,Michael Morell the lightweight former Acting Director of C.I.A. and a man who has made serious bad calls is a total Clinton flunky!,08-07-2016 23:09:08,7653,24140,false,762425371874557952
Twitter for Android,The media is going crazy. They totally distort so many things on purpose. Crimea nuclear "the baby" and so much more. Very dishonest!,08-07-2016 21:31:46,13588,40453,false,762400869858115588
Twitter for iPhone,RT @DRUDGE_REPORT: CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,08-07-2016 21:25:58,8229,0,true,762399410940706816
Twitter for Android,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,08-07-2016 13:49:29,10715,33096,false,762284533341417472
Twitter for iPhone,Thank you Windham New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s,08-07-2016 02:19:37,6119,20261,false,762110918721310721
Twitter for iPhone,.@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'https://t.co/YbqkhWNm0g,08-07-2016 02:03:39,8639,20795,false,762106904436961280
Twitter for Android,I am not just running against Crooked Hillary Clinton I am running against the very dishonest and totally biased media - but I will win!,08-07-2016 01:53:45,28086,86560,false,762104411707568128
